13.2696 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
13.2712 	INFO 	Loaded monitor calibration from ['2024_08_09 00:19']
13.7873 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019742A49570>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019742A49510>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019742A49360>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000019738AFFD30>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.7874 	EXP 	window1: backgroundImage = ''
13.7875 	EXP 	window1: backgroundFit = 'none'
13.7890 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000019742A49690>
13.7894 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000019742A49690>
13.7993 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000019742A49690>
13.8019 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000019742A49690>
13.8137 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8155 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8173 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8195 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8216 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8229 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8246 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8271 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8283 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8294 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8308 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8326 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8342 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8359 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8374 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8393 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8413 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8425 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8437 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8465 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8477 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8483 	DEBUG 	Uploading Texture Font fontname to graphics card
13.8504 	DEBUG 	Upload of Texture Font fontname complete
13.8535 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000019742A49690>
13.8542 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000019742A49690>
13.8567 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000019742A49690>
13.8589 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000019742A49690>
13.8681 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
